id,nationality,age,days_since_first_stay,days_since_last_stay,market_segment,segment
13333,ESP,43,852,852,Other,Occasional Guests
13334,FRA,33,854,854,Direct,Occasional Guests
13335,ESP,39,852,852,Other,Occasional Guests
13336,CAN,70,854,854,Travel Agent/Operator,Occasional Guests
13337,FRA,46,853,853,Other,Occasional Guests
13338,FRA,28,854,854,Other,Occasional Guests
13339,USA,53,853,853,Other,Occasional Guests
13340,ITA,60,853,853,Other,Occasional Guests
13341,ESP,60,854,854,Other,Occasional Guests
13342,AUS,64,853,853,Other,Occasional Guests
13343,NZL,60,853,853,Other,Occasional Guests
13344,ESP,58,856,856,Other,Seasonal Spenders
13345,GBR,32,856,856,Other,Occasional Guests
13346,FRA,44,855,855,Other,Seasonal Spenders
13347,DEU,29,856,856,Travel Agent/Operator,Occasional Guests
13348,ESP,58,855,855,Other,Occasional Guests
13349,ESP,51,855,855,Other,Seasonal Spenders
13350,ESP,55,855,855,Other,Seasonal Spenders
13351,DEU,44,853,853,Other,Occasional Guests
13352,ESP,47,852,852,Direct,Occasional Guests
13353,ITA,24,854,854,Other,Occasional Guests
13354,GBR,59,853,853,Other,Occasional Guests
13355,CHN,35,853,853,Other,Occasional Guests
13356,BEL,58,855,855,Other,Occasional Guests
13357,FRA,31,857,857,Other,Seasonal Spenders
13358,FRA,56,852,852,Other,Occasional Guests
13359,USA,24,853,853,Other,Occasional Guests
13360,LUX,44,855,855,Other,Seasonal Spenders
13361,GBR,60,856,856,Other,Seasonal Spenders
13362,GBR,34,854,854,Other,Seasonal Spenders
13363,RUS,62,855,855,Other,Occasional Guests
13364,LUX,44,855,855,Other,Seasonal Spenders
13365,BEL,29,854,854,Other,Seasonal Spenders
13366,GBR,30,854,854,Travel Agent/Operator,Occasional Guests
13367,ESP,33,855,855,Other,Seasonal Spenders
13368,CHE,20,855,855,Travel Agent/Operator,Seasonal Spenders
13369,CHE,53,855,855,Travel Agent/Operator,Occasional Guests
13370,FRA,54,852,852,Other,Occasional Guests
13371,FRA,24,854,854,Other,Occasional Guests
13372,FRA,56,852,852,Other,Occasional Guests
13373,POL,58,853,853,Other,Occasional Guests
13374,ESP,52,855,855,Direct,Seasonal Spenders
13375,AUT,49,855,855,Other,Seasonal Spenders
13376,GBR,31,851,851,Other,Seasonal Spenders
13377,FRA,31,853,853,Other,Occasional Guests
13378,GBR,33,854,854,Other,Occasional Guests
13379,FRA,28,854,854,Other,Seasonal Spenders
13380,DEU,59,851,851,Other,Occasional Guests
13381,DEU,48,852,852,Other,Occasional Guests
13382,AUT,29,853,853,Other,Occasional Guests
13383,PRT,55,852,852,Other,Occasional Guests
13384,ESP,51,854,854,Other,Occasional Guests
13385,GBR,44,853,853,Other,Seasonal Spenders
13386,ESP,45,851,851,Complementary,Low Spend Guests
13387,PRT,28,853,853,Corporate,Occasional Guests
13388,USA,34,855,855,Direct,Seasonal Spenders
13389,FRA,32,854,854,Other,Occasional Guests
13390,PRT,46,854,854,Other,Seasonal Spenders
13391,BEL,53,854,854,Other,Occasional Guests
13392,FRA,35,852,852,Other,Occasional Guests
13393,FRA,27,853,853,Other,Occasional Guests
13394,GBR,34,854,854,Other,Occasional Guests
13395,ESP,52,851,580,Corporate,Other
13396,DEU,28,854,854,Other,Seasonal Spenders
13397,FRA,50,851,851,Other,Occasional Guests
13398,AUT,31,854,854,Other,Seasonal Spenders
13399,CHE,25,852,852,Other,Occasional Guests
13400,BEL,54,853,853,Other,Occasional Guests
13401,GBR,67,852,852,Other,Occasional Guests
13402,ESP,50,855,855,Other,Seasonal Spenders
13403,GBR,35,851,851,Other,Occasional Guests
13404,GBR,55,851,851,Other,Occasional Guests
13405,PRT,20,855,855,Other,Seasonal Spenders
13406,FRA,25,854,854,Other,Occasional Guests
13407,FRA,72,851,851,Other,Occasional Guests
13408,BEL,32,854,854,Other,Seasonal Spenders
13409,FRA,30,857,857,Direct,Seasonal Spenders
13410,ESP,45,855,855,Direct,Seasonal Spenders
13411,DEU,68,853,853,Other,Occasional Guests
13412,BEL,47,853,853,Other,Occasional Guests
13413,USA,27,851,851,Other,Occasional Guests
13414,DEU,66,854,854,Other,Occasional Guests
13415,DEU,37,856,856,Other,Seasonal Spenders
13416,DEU,17,853,853,Travel Agent/Operator,Occasional Guests
13417,FRA,53,853,853,Other,Occasional Guests
13418,GBR,36,855,855,Direct,Seasonal Spenders
13419,DEU,40,854,854,Other,Seasonal Spenders
13420,IRL,36,852,852,Other,Occasional Guests
13421,PRT,34,855,855,Travel Agent/Operator,Seasonal Spenders
13422,CHE,44,854,854,Other,Seasonal Spenders
13423,DEU,46,852,852,Other,Occasional Guests
13424,USA,35,851,851,Other,Occasional Guests
13425,FRA,33,855,855,Other,Seasonal Spenders
13426,FRA,55,856,856,Other,Seasonal Spenders
13427,ESP,46,855,855,Other,Seasonal Spenders
13428,CHE,27,851,851,Other,Occasional Guests
13429,DEU,49,860,860,Travel Agent/Operator,Seasonal Spenders
13430,GBR,36,855,855,Direct,Seasonal Spenders
13431,DEU,51,853,853,Travel Agent/Operator,Occasional Guests
13432,ITA,51,853,853,Direct,Occasional Guests
13433,PRT,33,851,851,Travel Agent/Operator,Occasional Guests
13434,GBR,23,854,854,Travel Agent/Operator,Occasional Guests
13435,PRT,64,851,851,Travel Agent/Operator,Low Spend Guests
13436,FRA,35,855,855,Direct,Seasonal Spenders
13437,BEL,25,855,855,Other,Seasonal Spenders
13438,FRA,38,851,851,Other,Occasional Guests
13439,CHE,27,852,852,Other,Occasional Guests
13440,FRA,23,857,857,Direct,Seasonal Spenders
13441,DEU,38,854,854,Other,Seasonal Spenders
13442,FRA,51,854,854,Direct,Occasional Guests
13443,POL,41,854,854,Other,Seasonal Spenders
13444,DEU,35,854,854,Travel Agent/Operator,Occasional Guests
13445,FRA,20,857,857,Direct,Seasonal Spenders
13446,GBR,38,855,855,Travel Agent/Operator,Occasional Guests
13447,ESP,55,852,852,Other,Occasional Guests
13448,FRA,26,855,855,Travel Agent/Operator,Seasonal Spenders
13449,BEL,61,851,851,Other,Occasional Guests
13450,CZE,35,852,852,Direct,Occasional Guests
13451,CHN,55,852,852,Direct,Occasional Guests
13452,FRA,30,855,855,Other,Seasonal Spenders
13453,PRT,58,874,172,Direct,VIP Guests
13454,AUT,34,851,851,Other,Seasonal Spenders
13455,FRA,28,850,850,Other,Occasional Guests
13456,GBR,26,854,854,Other,Seasonal Spenders
13457,GBR,39,850,850,Other,Occasional Guests
13458,BEL,34,853,853,Other,Occasional Guests
13459,DEU,55,852,852,Travel Agent/Operator,Occasional Guests
13460,NOR,49,854,854,Travel Agent/Operator,Occasional Guests
13461,DEU,38,853,853,Other,Seasonal Spenders
13462,PRT,50,856,856,Travel Agent/Operator,Seasonal Spenders
13463,CHN,56,851,851,Other,Occasional Guests
13464,USA,70,853,853,Other,Occasional Guests
13465,USA,29,853,853,Other,Occasional Guests
13466,DEU,42,850,850,Other,Occasional Guests
13467,USA,47,850,850,Other,Occasional Guests
13468,CAN,41,850,850,Other,Low Spend Guests
13469,ESP,41,852,852,Other,Occasional Guests
13470,SWE,56,852,852,Other,Seasonal Spenders
13471,JPN,47,850,850,Direct,Occasional Guests
13472,ESP,50,855,855,Other,Seasonal Spenders
13473,JPN,55,850,850,Other,Occasional Guests
13474,BEL,27,854,854,Other,Seasonal Spenders
13475,IRL,28,851,851,Other,Occasional Guests
13476,ESP,31,851,851,Other,Occasional Guests
13477,GBR,53,850,850,Other,Occasional Guests
13478,DEU,53,854,854,Other,Seasonal Spenders
13479,DEU,68,852,852,Other,Occasional Guests
13480,ESP,29,853,853,Other,Seasonal Spenders
13481,NLD,43,850,850,Other,Occasional Guests
13482,DEU,49,852,852,Other,Occasional Guests
13483,FRA,27,853,853,Other,Occasional Guests
13484,BEL,57,853,853,Other,Occasional Guests
13485,BEL,28,852,852,Other,Occasional Guests
13486,DEU,63,852,852,Other,Occasional Guests
13487,BEL,26,852,852,Other,Occasional Guests
13488,BEL,32,853,853,Other,Occasional Guests
13489,HRV,16,853,853,Other,Seasonal Spenders
13490,NLD,63,853,853,Other,Occasional Guests
13491,ESP,39,853,853,Travel Agent/Operator,Occasional Guests
13492,GBR,37,850,850,Direct,Occasional Guests
13493,IRL,57,850,850,Other,Low Spend Guests
13494,FRA,33,852,852,Other,Occasional Guests
13495,BEL,50,852,852,Direct,Seasonal Spenders
13496,PRT,40,850,850,Other,Occasional Guests
13497,BRA,33,850,850,Other,Occasional Guests
13498,GBR,32,852,852,Other,Seasonal Spenders
13499,DEU,52,851,851,Other,Occasional Guests
13500,GBR,41,852,852,Other,Occasional Guests
13501,FRA,56,855,855,Other,Seasonal Spenders
13502,BEL,20,853,853,Other,Seasonal Spenders
13503,NLD,21,853,853,Other,Seasonal Spenders
13504,FRA,30,856,856,Other,Seasonal Spenders
13505,ESP,26,852,852,Other,Occasional Guests
13506,BEL,19,852,852,Direct,Seasonal Spenders
13507,USA,75,850,850,Direct,Occasional Guests
13508,CHN,54,851,851,Other,Occasional Guests
13509,PRT,29,850,850,Other,Occasional Guests
13510,PRT,21,850,850,Direct,Occasional Guests
13511,FRA,25,853,853,Other,Occasional Guests
13512,NLD,71,854,854,Other,Seasonal Spenders
13513,ESP,38,851,851,Other,Occasional Guests
13514,ESP,50,850,850,Other,Occasional Guests
13515,FIN,32,855,855,Other,Seasonal Spenders
13516,NLD,47,853,853,Travel Agent/Operator,Occasional Guests
13517,JPN,74,850,850,Direct,Occasional Guests
13518,PRT,7,850,850,Other,Occasional Guests
13519,FRA,52,851,851,Other,Seasonal Spenders
13520,PRT,31,854,854,Other,Seasonal Spenders
13521,GBR,36,850,850,Other,Low Spend Guests
13522,NLD,30,853,853,Other,Seasonal Spenders
13523,GBR,26,855,855,Other,Occasional Guests
13524,DEU,22,852,852,Other,Occasional Guests
13525,USA,40,850,850,Other,Occasional Guests
13526,GBR,53,850,850,Other,Occasional Guests
13527,GBR,53,850,850,Other,Occasional Guests
13528,ITA,40,852,852,Other,Occasional Guests
13529,NOR,57,851,851,Other,Seasonal Spenders
13530,FRA,27,851,851,Direct,Occasional Guests
13531,BRA,43,851,851,Other,Occasional Guests
13532,FRA,69,852,852,Travel Agent/Operator,Occasional Guests
13533,ITA,31,850,850,Other,Occasional Guests
13534,ESP,29,849,849,Other,Low Spend Guests
13535,CAN,59,850,850,Direct,Occasional Guests
13536,GBR,74,852,852,Other,Seasonal Spenders
13537,FRA,60,852,852,Other,Seasonal Spenders
13538,DEU,51,851,851,Other,Occasional Guests
13539,DEU,50,851,851,Other,Occasional Guests
13540,USA,53,849,849,Other,Low Spend Guests
13541,NLD,38,851,851,Other,Occasional Guests
13542,FRA,23,851,851,Other,Occasional Guests
13543,CHE,52,851,851,Other,Occasional Guests
13544,GBR,51,851,851,Other,Occasional Guests
13545,ESP,29,851,851,Other,Occasional Guests
13546,ESP,40,851,851,Other,Seasonal Spenders
13547,PRT,57,849,849,Direct,Occasional Guests
13548,DEU,63,852,852,Other,Occasional Guests
13549,FRA,51,852,852,Other,Seasonal Spenders
13550,DEU,63,852,852,Other,Seasonal Spenders
13551,ITA,26,851,851,Other,Occasional Guests
13552,ESP,37,851,851,Other,Seasonal Spenders
13553,FRA,43,852,852,Other,Occasional Guests
13554,FRA,38,850,850,Other,Occasional Guests
13555,FRA,34,852,852,Other,Seasonal Spenders
13556,PRT,41,850,850,Other,Occasional Guests
13557,CHE,31,850,850,Other,Occasional Guests
13558,DEU,18,852,852,Travel Agent/Operator,Occasional Guests
13559,DEU,54,852,852,Travel Agent/Operator,Seasonal Spenders
13560,ESP,45,851,851,Other,Seasonal Spenders
13561,BEL,28,854,854,Other,Seasonal Spenders
13562,DEU,27,851,851,Other,Occasional Guests
13563,TUR,29,855,855,Other,Seasonal Spenders
13564,GBR,27,850,850,Other,Occasional Guests
13565,RUS,64,850,850,Other,Occasional Guests
13566,FRA,30,853,853,Other,Seasonal Spenders
13567,ESP,30,851,851,Other,Occasional Guests
13568,NLD,30,851,851,Other,Occasional Guests
13569,DEU,23,852,852,Travel Agent/Operator,Occasional Guests
13570,IRL,31,851,851,Other,Occasional Guests
13571,BEL,58,849,849,Other,Occasional Guests
13572,AUT,52,855,855,Other,Seasonal Spenders
13573,DEU,32,852,852,Other,Occasional Guests
13574,AUT,51,855,855,Other,Seasonal Spenders
13575,VEN,31,852,852,Other,Occasional Guests
13576,GBR,56,851,851,Other,Occasional Guests
13577,DEU,49,852,852,Travel Agent/Operator,Occasional Guests
13578,BEL,26,849,849,Direct,Occasional Guests
13579,GBR,42,851,851,Direct,Seasonal Spenders
13580,USA,33,849,849,Other,Occasional Guests
13581,GBR,68,849,849,Other,Occasional Guests
13582,POL,51,850,850,Other,Occasional Guests
13583,POL,60,850,850,Other,Occasional Guests
13584,PRT,NULL,848,848,Other,Occasional Guests
13585,BEL,27,854,854,Other,Seasonal Spenders
13586,FRA,53,853,853,Other,Seasonal Spenders
13587,DEU,78,851,851,Travel Agent/Operator,Occasional Guests
13588,ITA,65,849,849,Groups,Occasional Guests
13589,NOR,57,854,854,Direct,Seasonal Spenders
13590,ITA,71,849,849,Groups,Occasional Guests
13591,ITA,55,849,849,Groups,Occasional Guests
13592,SWE,63,851,851,Other,Seasonal Spenders
13593,ITA,47,849,849,Groups,Occasional Guests
13594,NOR,75,852,852,Other,Seasonal Spenders
13595,ESP,42,851,851,Other,Seasonal Spenders
13596,NOR,57,852,852,Other,Seasonal Spenders
13597,ITA,75,849,849,Groups,Occasional Guests
13598,ITA,68,849,849,Groups,Occasional Guests
13599,ITA,73,849,849,Groups,Occasional Guests
13600,ITA,65,849,849,Groups,Occasional Guests
13601,ITA,39,849,849,Groups,Occasional Guests
13602,ITA,84,849,849,Groups,Low Spend Guests
13603,PRT,NULL,849,849,Groups,Occasional Guests
13604,ITA,51,849,849,Groups,Occasional Guests
13605,ITA,72,849,849,Groups,Occasional Guests
13606,ITA,63,849,849,Groups,Occasional Guests
13607,PRT,35,850,850,Travel Agent/Operator,Occasional Guests
13608,ITA,67,849,849,Groups,Occasional Guests
13609,AUS,35,849,849,Other,Occasional Guests
13610,CHE,38,851,851,Other,Occasional Guests
13611,ITA,75,849,849,Groups,Occasional Guests
13612,ITA,70,849,849,Groups,Occasional Guests
13613,RUS,61,854,854,Other,Seasonal Spenders
13614,DEU,27,851,851,Travel Agent/Operator,Occasional Guests
13615,DEU,34,851,851,Travel Agent/Operator,Occasional Guests
13616,DEU,55,851,851,Travel Agent/Operator,Occasional Guests
13617,THA,47,848,848,Other,Occasional Guests
13618,COL,62,850,850,Other,Occasional Guests
13619,BEL,49,848,848,Direct,Occasional Guests
13620,ESP,51,850,850,Other,Seasonal Spenders
13621,AUT,61,851,851,Other,Seasonal Spenders
13622,NLD,48,850,850,Other,Occasional Guests
13623,IRL,28,848,848,Other,Occasional Guests
13624,DEU,34,854,854,Direct,Seasonal Spenders
13625,FRA,52,852,852,Other,Seasonal Spenders
13626,PRT,NULL,848,848,Travel Agent/Operator,Occasional Guests
13627,ITA,40,853,853,Direct,Seasonal Spenders
13628,PRT,NULL,848,848,Travel Agent/Operator,Occasional Guests
13629,ESP,58,851,851,Other,Seasonal Spenders
13630,DEU,58,854,854,Travel Agent/Operator,Seasonal Spenders
13631,DEU,70,850,850,Other,Occasional Guests
13632,DEU,56,850,850,Other,Seasonal Spenders
13633,DEU,60,850,850,Other,Seasonal Spenders
13634,ESP,63,850,850,Other,Occasional Guests
13635,ISR,54,849,849,Other,Seasonal Spenders
13636,DEU,38,850,850,Other,Occasional Guests
13637,ESP,60,850,850,Other,Seasonal Spenders
13638,FRA,59,852,852,Other,Occasional Guests
13639,ITA,57,851,851,Other,Seasonal Spenders
13640,BGR,57,850,850,Other,Occasional Guests
13641,BEL,41,850,850,Other,Occasional Guests
13642,ESP,45,850,850,Other,Seasonal Spenders
13643,FRA,61,850,850,Other,Seasonal Spenders
13644,FRA,37,854,854,Other,Seasonal Spenders
13645,PRT,37,850,850,Other,Occasional Guests
13646,PRT,28,849,849,Other,Occasional Guests
13647,DEU,28,850,850,Other,Occasional Guests
13648,ESP,50,848,848,Other,Occasional Guests
13649,AUT,29,850,850,Other,Occasional Guests
13650,PRT,NULL,849,849,Groups,Occasional Guests
13651,DEU,23,851,851,Travel Agent/Operator,Occasional Guests
13652,GBR,25,852,852,Other,Occasional Guests
13653,DEU,31,854,854,Other,Seasonal Spenders
13654,CHE,64,852,852,Travel Agent/Operator,Occasional Guests
13655,GBR,53,851,851,Other,Occasional Guests
13656,ESP,50,851,851,Other,Seasonal Spenders
13657,DEU,61,850,850,Other,Seasonal Spenders
13658,PRT,33,850,850,Other,Seasonal Spenders
13659,FRA,32,849,849,Other,Occasional Guests
13660,GBR,44,850,850,Other,Occasional Guests
13661,DEU,64,850,850,Other,Seasonal Spenders
13662,GBR,64,849,849,Other,Occasional Guests
13663,GBR,41,850,850,Other,Occasional Guests
13664,NOR,48,850,850,Other,Seasonal Spenders
13665,PRT,56,847,847,Direct,Occasional Guests
13666,ISR,20,849,849,Other,Seasonal Spenders
13667,GBR,55,849,849,Travel Agent/Operator,Occasional Guests
13668,GBR,59,847,847,Other,Occasional Guests
13669,DEU,64,850,850,Travel Agent/Operator,Occasional Guests
13670,ARG,50,849,849,Other,Occasional Guests
13671,IRL,33,847,847,Other,Occasional Guests
13672,ITA,61,849,849,Other,Occasional Guests
13673,PRT,28,851,851,Other,Seasonal Spenders
13674,SWE,40,848,848,Other,Occasional Guests
13675,DNK,35,850,850,Other,Occasional Guests
13676,DEU,37,847,847,Corporate,Occasional Guests
13677,ESP,50,849,849,Other,Seasonal Spenders
13678,CHN,55,847,847,Direct,Occasional Guests
13679,ESP,30,851,851,Other,Seasonal Spenders
13680,USA,36,849,849,Other,Occasional Guests
13681,PRT,NULL,848,848,Other,Occasional Guests
13682,CAN,45,847,847,Other,Low Spend Guests
13683,NLD,33,848,848,Travel Agent/Operator,Occasional Guests
13684,SWE,56,850,850,Other,Seasonal Spenders
13685,NLD,59,849,849,Other,Occasional Guests
13686,SWE,56,850,850,Other,Seasonal Spenders
13687,SWE,56,850,850,Other,Seasonal Spenders
13688,POL,38,848,848,Other,Occasional Guests
13689,FRA,46,847,847,Other,Occasional Guests
13690,DEU,61,849,849,Other,Seasonal Spenders
13691,DEU,53,849,849,Other,Occasional Guests
13692,NLD,57,849,849,Other,Occasional Guests
13693,ESP,48,853,853,Other,Seasonal Spenders
13694,USA,61,847,847,Other,Occasional Guests
13695,PRT,NULL,847,847,Direct,Occasional Guests
13696,GBR,25,847,847,Other,Occasional Guests
13697,DEU,48,847,847,Corporate,Seasonal Spenders
13698,ITA,61,848,848,Other,Seasonal Spenders
13699,GBR,40,849,849,Travel Agent/Operator,Occasional Guests
13700,ESP,32,849,849,Other,Occasional Guests
13701,BRA,38,848,848,Other,Seasonal Spenders
13702,PRT,76,848,848,Other,Seasonal Spenders
13703,DEU,29,850,850,Travel Agent/Operator,Occasional Guests
13704,ESP,49,850,850,Other,Seasonal Spenders
13705,SWE,56,850,850,Other,Occasional Guests
13706,ESP,58,849,849,Other,Seasonal Spenders
13707,IRN,41,846,846,Other,Occasional Guests
13708,DEU,26,853,853,Travel Agent/Operator,Seasonal Spenders
13709,USA,68,851,851,Direct,Seasonal Spenders
13710,CHE,41,849,849,Corporate,Occasional Guests
13711,PRT,31,846,846,Other,Occasional Guests
13712,SWE,47,849,849,Other,Seasonal Spenders
13713,GBR,65,848,848,Travel Agent/Operator,Occasional Guests
13714,DEU,48,846,846,Other,Occasional Guests
13715,AUT,33,847,847,Travel Agent/Operator,Occasional Guests
13716,DEU,54,847,847,Other,Occasional Guests
13717,ESP,54,849,849,Travel Agent/Operator,Occasional Guests
13718,ESP,51,849,849,Travel Agent/Operator,Occasional Guests
13719,DEU,52,846,846,Other,Occasional Guests
13720,PRT,NULL,846,846,Corporate,Low Spend Guests
13721,BEL,69,848,848,Other,Seasonal Spenders
13722,NLD,58,850,850,Other,Seasonal Spenders
13723,DEU,51,849,849,Travel Agent/Operator,Occasional Guests
13724,DEU,23,849,849,Travel Agent/Operator,Seasonal Spenders
13725,GBR,46,848,848,Travel Agent/Operator,Occasional Guests
13726,PRT,NULL,846,846,Direct,Occasional Guests
13727,FRA,34,847,847,Other,Occasional Guests
13728,DEU,57,849,849,Other,Occasional Guests
13729,FRA,36,849,849,Other,Occasional Guests
13730,DEU,38,848,848,Other,Seasonal Spenders
13731,DEU,34,848,848,Other,Occasional Guests
13732,NLD,32,851,851,Other,Seasonal Spenders
13733,FRA,22,847,847,Other,Occasional Guests
13734,NLD,48,849,849,Travel Agent/Operator,Occasional Guests
13735,ITA,33,849,849,Travel Agent/Operator,Occasional Guests
13736,NLD,80,849,849,Travel Agent/Operator,Occasional Guests
13737,CAN,63,849,849,Travel Agent/Operator,Occasional Guests
13738,PRT,50,848,848,Other,Seasonal Spenders
13739,CAN,62,849,849,Travel Agent/Operator,Occasional Guests
13740,NOR,67,852,852,Other,Seasonal Spenders
13741,NLD,28,851,851,Other,Seasonal Spenders
13742,FRA,73,851,851,Other,Seasonal Spenders
13743,KOR,38,848,848,Direct,Occasional Guests
13744,PRT,NULL,846,846,Direct,Occasional Guests
13745,NLD,32,851,851,Other,Seasonal Spenders
13746,PRT,35,848,848,Travel Agent/Operator,Occasional Guests
13747,DEU,28,849,849,Other,Seasonal Spenders
13748,GBR,25,850,850,Other,Seasonal Spenders
13749,SVK,42,847,847,Direct,Occasional Guests
13750,MAR,27,849,849,Other,Occasional Guests
13751,PRT,80,847,847,Other,Occasional Guests
13752,GBR,61,850,850,Other,Seasonal Spenders
13753,PRT,58,846,846,Direct,Occasional Guests
13754,USA,29,845,845,Direct,Occasional Guests
13755,DEU,35,846,846,Other,Occasional Guests
13756,DEU,41,848,848,Other,Occasional Guests
13757,RUS,49,851,851,Other,Seasonal Spenders
13758,DEU,59,848,848,Travel Agent/Operator,Seasonal Spenders
13759,ROU,41,848,848,Travel Agent/Operator,Occasional Guests
13760,AUT,22,847,847,Other,Occasional Guests
13761,BRA,47,849,849,Other,Occasional Guests
13762,DEU,56,847,847,Other,Occasional Guests
13763,PRT,41,855,855,Corporate,Seasonal Spenders
13764,FIN,36,846,846,Other,Occasional Guests
13765,GBR,30,845,845,Other,Occasional Guests
13766,GBR,43,848,848,Other,Occasional Guests
13767,IRL,51,851,851,Other,Seasonal Spenders
13768,GBR,32,848,848,Other,Occasional Guests
13769,GBR,69,847,847,Other,Occasional Guests
13770,PRT,NULL,847,847,Other,Occasional Guests
13771,FRA,36,845,845,Other,Occasional Guests
13772,PRT,NULL,847,847,Complementary,Low Spend Guests
13773,FRA,54,847,847,Other,Occasional Guests
13774,PRT,30,846,846,Travel Agent/Operator,Occasional Guests
13775,PRT,NULL,846,846,Direct,Occasional Guests
13776,BRA,56,847,847,Other,Occasional Guests
13777,BEL,36,848,848,Other,Seasonal Spenders
13778,BEL,35,848,848,Other,Seasonal Spenders
13779,BEL,33,848,848,Other,Seasonal Spenders
13780,FRA,30,845,845,Other,Occasional Guests
13781,DEU,56,847,847,Travel Agent/Operator,Occasional Guests
13782,PRT,53,847,847,Travel Agent/Operator,Occasional Guests
13783,ESP,64,851,851,Travel Agent/Operator,Seasonal Spenders
13784,PRT,51,847,847,Other,Seasonal Spenders
13785,DEU,49,846,846,Other,Occasional Guests
13786,FRA,54,848,848,Other,Occasional Guests
13787,DEU,40,847,847,Other,Occasional Guests
13788,FRA,68,850,850,Other,Seasonal Spenders
13789,ESP,15,847,847,Other,Occasional Guests
13790,ESP,58,847,847,Other,Seasonal Spenders
13791,DEU,53,847,847,Other,Occasional Guests
13792,DEU,67,851,851,Other,Seasonal Spenders
13793,GBR,61,847,847,Other,Occasional Guests
13794,PRT,39,845,845,Other,Occasional Guests
13795,ESP,52,848,848,Direct,Seasonal Spenders
13796,NOR,31,845,845,Other,Occasional Guests
13797,FRA,30,848,848,Other,Seasonal Spenders
13798,DEU,50,847,847,Other,Seasonal Spenders
13799,DEU,29,849,849,Other,Seasonal Spenders
13800,PRT,36,845,845,Other,Occasional Guests
13801,IRL,74,847,847,Other,Seasonal Spenders
13802,PRT,NULL,848,848,Other,Occasional Guests
13803,BEL,29,846,482,Other,Seasonal Spenders
13804,DEU,44,848,848,Other,Occasional Guests
13805,DEU,16,848,848,Other,Occasional Guests
13806,PRT,NULL,845,845,Corporate,Low Spend Guests
13807,AUT,27,846,846,Other,Occasional Guests
13808,PRT,NULL,849,849,Travel Agent/Operator,Seasonal Spenders
13809,ITA,39,847,847,Other,Occasional Guests
13810,CZE,49,845,845,Other,Occasional Guests
13811,BEL,66,847,847,Other,Occasional Guests
13812,DEU,57,845,845,Other,Occasional Guests
13813,DEU,60,845,845,Other,Occasional Guests
13814,CHE,26,846,846,Other,Occasional Guests
13815,USA,40,848,848,Other,Occasional Guests
13816,GBR,29,846,846,Other,Occasional Guests
13817,POL,41,846,846,Other,Occasional Guests
13818,CZE,67,845,845,Other,Occasional Guests
13819,GBR,64,848,848,Other,Seasonal Spenders
13820,PRT,NULL,847,847,Other,Seasonal Spenders
13821,DEU,57,844,844,Other,Occasional Guests
13822,USA,49,844,844,Other,Occasional Guests
13823,JPN,48,846,846,Travel Agent/Operator,Occasional Guests
13824,SWE,41,845,845,Direct,Occasional Guests
13825,GBR,67,846,846,Other,Occasional Guests
13826,CHE,51,844,844,Other,Occasional Guests
13827,DEU,47,844,844,Other,Occasional Guests
13828,BRA,36,844,844,Other,Occasional Guests
13829,USA,64,850,850,Aviation,Seasonal Spenders
13830,USA,49,850,850,Direct,Seasonal Spenders
13831,ITA,39,847,847,Other,Seasonal Spenders
13832,POL,26,847,847,Other,Occasional Guests
13833,ESP,35,846,846,Other,Occasional Guests
13834,USA,57,845,845,Direct,Occasional Guests
13835,PRT,NULL,847,847,Other,Seasonal Spenders
13836,ESP,52,846,846,Travel Agent/Operator,Occasional Guests
13837,ESP,41,846,846,Travel Agent/Operator,Occasional Guests
13838,DEU,63,844,844,Other,Occasional Guests
13839,BEL,34,845,845,Other,Occasional Guests
13840,AUT,68,848,848,Other,Seasonal Spenders
13841,URY,62,844,844,Other,Occasional Guests
13842,ITA,61,844,844,Other,Occasional Guests
13843,DEU,43,844,844,Other,Occasional Guests
13844,DEU,46,847,847,Travel Agent/Operator,Occasional Guests
13845,IRN,37,847,847,Other,Occasional Guests
13846,DEU,46,847,847,Other,Seasonal Spenders
13847,FRA,46,854,854,Other,Seasonal Spenders
13848,ESP,50,847,847,Travel Agent/Operator,Occasional Guests
13849,GBR,22,847,847,Other,Occasional Guests
13850,FRA,67,847,847,Other,Occasional Guests
13851,FRA,68,847,847,Other,Seasonal Spenders
13852,GBR,40,850,850,Other,Seasonal Spenders
13853,MAR,31,851,851,Other,Seasonal Spenders
13854,SWE,59,847,847,Other,Seasonal Spenders
13855,CHE,54,847,847,Other,Seasonal Spenders
13856,POL,52,844,844,Other,Occasional Guests
13857,BEL,21,847,847,Other,Seasonal Spenders
13858,PRT,21,847,847,Other,Seasonal Spenders
13859,GBR,49,847,847,Other,Occasional Guests
13860,FRA,23,847,847,Other,Occasional Guests
13861,SWE,50,847,847,Other,Occasional Guests
13862,POL,50,844,844,Other,Occasional Guests
13863,NLD,64,847,847,Other,Occasional Guests
13864,NLD,30,848,848,Other,Occasional Guests
13865,IRN,50,847,847,Other,Occasional Guests
13866,IRN,59,847,847,Other,Seasonal Spenders
13867,SWE,52,847,847,Other,Seasonal Spenders
13868,AUT,70,848,848,Other,Seasonal Spenders
13869,IRN,38,847,847,Other,Seasonal Spenders
13870,FIN,37,848,848,Other,Seasonal Spenders
13871,ROU,47,847,847,Other,Seasonal Spenders
13872,IRN,42,847,847,Other,Occasional Guests
